id,screen_name
716813053,fawfulfan
796473629617819652,darmagirl24
2933793124,kenkircher1
14783447,StanHalbert
363240308,eastvillagetwt
941162851338805254,busterdelgato
246498739,billrockey
4568936352,JessInTexas1
3385865523,lovethydog9
20088048,aryastarksmom
1074729218632806401,curlyquequeque
64834946,mamasoaf
822800781040648192,peridane
924329295790604288,SueGlashauser
198214801,cjlemire
15743925,helchose
281807752,deathtocrazy
977045819583971328,KerrAvon4
1069326211816583168,BradenVick
1210386338928877570,Michael28776097
2421067430,TeaPainUSA
2247799814,girlzinger
861724787864997888,realnewsohyes
229695209,helnfitz
183495134,BenJRankin
1176667877992271872,EyeH8Trump
2296973810,zeena4kids
1242570628181393410,karinabenaissa1
2451799248,BOURBONJOE68
2914635075,C4_miles222
1197670425100197888,CharlottesMimi1
1057282642587062274,Robert03ortiz
1196524402000703495,StefMayoPghOhio
70570333,Houston936
774131352811675648,JackBuckman3
729736507251007493,SwmpladySH
291943678,lobylyn
753862173475082241,palomacreative
61399101,cagney1991
1125936983468068864,3bros1sis
708309848,bndsnoopy61
570934712,diary_duringDTE
1268980821177913348,the_Morrigan1
1224410716507164672,LaDiDaStorm
1230343297714941952,BoOkWoRm_jen
1276293669121859589,IveHadEnufTrump
1146573031827025920,buddy_bkr
1621165231,supertech427
839153256353804288,dumptrump1234
717468384015859712,MarthaLynneOwe1
1259864399650656256,Totten49Bill
131230011,echandlerseb
157086361,Chreamps
783513305830846464,JudithW4
4592673645,maveneer13
139529784,debbiedoo89
818477497956397058,Blueoctgal
1268325581537632256,Urz4abuckfifty
1270136612496773120,hooleegaschy
28972148,jrlaredo
874695632400908292,AdakCharley
713731054906044417,Jandk17Fields
114549208,adekleine
3060512490,nicholson_rm
1935432421,RWCantre
189737138,Astwisa
48547956,chicfox
17118815,susanmary
386023367,Vinylpoodle
417496777,micah_moss
139721173,alice4u2010
825471804600905728,MaryRei24297173
1202453585327480833,DemocratBoricua
1153411918142611456,jacksonsmom62
65943167,insonifier
978603223,CassOMalley1
1244701515916480516,DAVEWIL50277005
49102224,llgittens
195656082,DITUPAC3361
3196354034,dronepill
35360849,Thankfulpond
1021192197914464257,IridescentAshes
2855110831,Peggysue21Adams
4544016208,MaryAliceBisho2
825955586705469440,ParuchGretchen
487642650,ClementsIra
1128377619655925760,marymightbe
1010891010384322561,LauraHennesse11
25661441,TeckieGirl
934246032,HeerKittee
753261688791699456,chiefster16
1270810907615137792,BeemrajBhagwan6
2923534360,DeansherryS
938507235826782208,CokerRory
454457345,JoelTCarter
1886972370,empiusa
743088198994276354,susieqzimm
898369603285393408,ReSistaNanC
966383796131188739,MAFgeek
16807304,Its_A_GOP_COUP
956472636,Larry_du_Nord
16193360,colorado_jo
2949831028,Nitemists
710810649060741120,damian_godden
2483783551,OoooohhhRob
68172913,MikeOkuda
830484772904398848,bwazoo_2000
184230075,SlumBros_2020
21248869,basemetal
827937649797128192,EddieNSam
4492124954,jj98navy
855259975177953280,patrice_noonan
115560272,micloria
1395878988,karenma29718110
703036305861574657,GeostompX
1135452404,GpaHess
830136290742001666,Vtorcia
1164356807776702465,MaryBethMegan1
973230339811397632,dashingdrewster
169146707,HoosierMum
365614431,trinicouz
121663362,cummingshawk
913808495480360960,CraigLiddell58
733278643007459328,Mssun20Parker
823674290801229824,GiGi_1939
1026670660863422466,Zena1Clark
285830479,Juicydee1
1214701676264927233,KeithTatem
305568174,MHornsby16
1239278514580275200,Melton1236
952551607,Loulmd36
768140059497365504,phillip92321
825179034376085504,LauraLAbythesea
20347917,Erasmus77
605418064,ThomasTrimmer
973792490,sayre_dorell
16297067,PamUnplugged
104887943,ahblizz
625508594,beaniemurphy
899365092403200000,CarolKearns12
833732354644455424,TurnUSABlue2020
1202692810614460429,DurandKacey
919784438803951616,degodolly
240636546,Multipliedmoms2
539206290,mydoggyruss
993242454928191488,ktbelle4
2194368678,penneyewart
2481008197,harconsulting
1178446110076981249,IndioCarole
242988968,Vernielu
175777839,Bamdude90
1912521912,djmincey11
2851004544,hopewell711
338188074,obberry
31442310,scooterdawg
1181546172596375553,hills_rain
23554832,smc429
36706851,BMatteau
349558357,sunshine_jan
363148297,burjbabe
345137776,oliwymom
2187433949,randi_rachel
1254060211540721664,lawstaff1
828904214659264512,DavidH18431762
24970656,justjo2
57303913,jackgo2
24245180,kidpoulsbo
1264910810905808896,Jennife00738615
952282503653412864,HollyBretired
1282771878977794048,AlTruis03894943
1167224562120945664,Juliet_notRomeo
862911248869933056,PamelaGriego6
24137340,Alwaystruthseek
440418094,JeanetteAmodio
11134252,GOP
884474452561494019,DumbbellDonald
1100051418973683715,GRITS19511
47316987,kchernecky
1279900590865371137,Prometh75
1275938588425965575,WowJustWowJust
1146112170,djbulnes
766848704334573568,KeeferPB
24568381,FLSwampBoy
2821374165,michaels39301
20817529,joehick58
1101154043035115533,YolandaRansom2
55060090,realTuckFrumper
22924747,Mstyc
1278444593462337536,HedyLamarr228
1370787691,Virgo62_AKT
1214942436037943296,AndrewV50196572
1270167911777185794,GarthBennett8
749781208364486656,Joseph_Meidas25
61126432,vondie1
86883093,Uucla91
27937260,vonniedecember
212474571,jimbealjr
830151760333381633,cathy1854
1405116534,clarekidderbeck
15265442,paulstar
995362422272573440,bobike8
5849252,rcrockett
3937263083,FrackHazReveal
993889038,KnudSknudsen
1193258594772365312,LeslieW14730520
113954400,ThGreatGonzo67
1034831830179086346,catnipp8
1274684460802473987,MDomino07
761749401937309696,JKevinKeil
4462483173,mmfritzsche1
252582697,jgonzalez415
823992170768121857,o_moh9
35395328,DDs_Voice
752260450893565952,jsc237
30531279,carolinian1
1140725219050577922,JeffreyAWillia4
925461674,lalden73093
874425833259192322,WolfyWpg
1151933252,grandpooba5440
17998000,EbethWhitney
483061313,rovalle97
1176724585221251072,Becka73266384
36924858,DebugAngel
784384760164388864,catalishus2
825339883338268672,lizstl13
1267171535544029184,Stephlee19801
16041234,RawStory
1040386917408358402,kenfromcanada2
2597960986,marilyn19492392
1204055662570983424,The14News
775885352477265920,DaleKanzler
15501305,The_News_DIVA
30758217,quietstorm33
3000889809,RaeMargaret61
45094451,iambrandondiehl
1021043047310680066,KrugerJoette
2800257920,KidwellScott
21410268,lynndukes
2369789677,annettea55
2266556515,Yolie_Rios
1242527898671734788,LenayTatiana
47096359,Artis_Elemental
193999569,Gwarsbane
984456574591754240,progresivetrend
239579249,ChaletRed
2725619570,klp723
772713402,LorieMeacham
20146913,B_Sputnik
79117578,kriss4tigers
1472464970,Speak4Tomorrow
335576999,alaskarebel
1269990092,mcfslaw
1148043761122971648,anitaBi18960750
29063926,CarmanK1
1486117886,BaronianConsult
630879709,Dancerchic122
63847953,cwsparker
18350697,MarkD5
22319762,robwiii
4171534396,DMHaselden3
1252865221527433216,Valfarrelly2
2381096556,OldRedsubby
23414584,theorangestain
20229440,JOJOGOGO
968156974058635265,highdrama2
187683418,clos16751
817066945526767616,sadieorganic
1119693478118723584,DeniseDrIsIn1
44416770,rumijulie
24405517,disasterpastor
294830333,Helen504
1124243093035859970,MarcKarls
15597241,mkhodges
2885224143,DailyTucsonan
2757289847,dsaronowitz
1268708564698198016,GeorgiesScared
218682074,NurseNinaPA
484477723,russmove
788457447107289088,Hep1914
2952603735,bolger_mary
21832147,hwmnylx
23110912,KsKM3
24022998,purpleH2Oski
49004849,RSJFab4
1190315741632978946,Susan_M65
2732553018,ibpixiechick
2746386413,Nguilfoy48Nancy
989218016255709186,jjsmokkieBOY57
829576036622835712,alisajoy331
3103213542,awelab1956
2414913756,LeChatNoire4
557349349,sllertzman
607558430,Libertea2012
185782663,ykilew
472073937,EspeOppenheimer
22192580,WoiedLoneWolf1
1158374636306014208,CaiasMom2014
22217082,josmith812
188055481,support_dem
25073877,realDonaldTrump
1036350359294369793,HeshimuK
38448268,kikibobbi
183135210,bittymac
45253942,KaJo503
615868759,MarthaKoester
2598999181,Roshan_Rinaldi
3346124609,C2_ShiningC
292407186,rstrok71
2977479448,MangoMaCall
16711026,Politics_PR
23882946,milt_pat
23685118,Kalaax008
770497879387537409,PNoaker
21743945,dirac7
26947037,mjodirector
316631512,IamARoosterMAN
400432839,tfmartintf
2950306658,chavezglen1755
3221818159,AmazonianGal127
31000144,MpoppEileen
279358548,keriRN
2792290323,18TruckaMan
23386530,rini6
1009515484990050304,GrandmaShark18
357331066,WaterSolarWind
741522402,RyuuWaterDragon
1269149246,vietthanhsports
1272338764539420673,jpeterse5525
803977022741610496,TT_N_J
20328333,VendettiAudio
2195534536,santo_aol
406525423,neilpX
50878266,SteveFM20
28913714,Laurenm57
3862095082,aJSDecepida
711988653963214848,SSandhu54
